CHEM*595,Independent Study,Chemistry (CHEM),Units: 6.00
CHEM*598,Independent Study,Chemistry (CHEM),Units: 9.00
CHIN*100,Introductory Mandarin Chinese I,Chinese (CHIN),Units: 6.00
CHIN*200,Introductory Mandarin Chinese II,Chinese (CHIN),Units: 6.00
CHIN*300,Intermediate Mandarin Chinese,Chinese (CHIN),Units: 6.00
CLST*100,Introduction to Classical Literature,Classical Studies (CLST),Units: 6.00
CLST*102,Introduction to Greek Civilization,Classical Studies (CLST),Units: 3.00
CLST*103,Introduction to Roman Civilization,Classical Studies (CLST),Units: 3.00
CLST*129,Introduction to Archaeology,Classical Studies (CLST),Units: 6.00
CLST*130,Introduction to Archaeology l: Great Discoveries in Archaeology,Classical Studies (CLST),Units: 3.00
CLST*131,Introduction to Archaeology ll: Methods and Analysis,Classical Studies (CLST),Units: 3.00
CLST*150,Warfare in the Ancient World,Classical Studies (CLST),Units: 3.00
CLST*200,Greek History,Classical Studies (CLST),Units: 3.00
CLST*201,Roman History,Classical Studies (CLST),Units: 3.00
CLST*203,Myth and Religion,Classical Studies (CLST),Units: 3.00
CLST*204,Scientific and medical terminology,Classical Studies (CLST),Units: 3.00
CLST*205,Ancient Humour,Classical Studies (CLST),Units: 3.00
CLST*207,The Ancient Near East,Classical Studies (CLST),Units: 3.00
CLST*208,The Levant from the Late Bronze Age to the Coming of Rome,Classical Studies (CLST),Units: 3.00
CLST*214,Ancient Science,Classical Studies (CLST),Units: 3.00
CLST*303,Archaeology of Early Greece,Classical Studies (CLST),Units: 3.00
CLST*304,Archaeology of the Classical World and Hellenistic Period,Classical Studies (CLST),Units: 3.00
CLST*305,Archaeology of the Etruscans and Early Romans,Classical Studies (CLST),Units: 3.00
CLST*306,Archaeology of the Roman Empire,Classical Studies (CLST),Units: 3.00
CLST*309,Caravan Cities of the Ancient Near East,Classical Studies (CLST),Units: 3.00
CLST*311,Greek and Roman Epic,Classical Studies (CLST),Units: 3.00
CLST*312,Greek and Roman Drama,Classical Studies (CLST),Units: 3.00
CLST*314,Doctor, Bloodletter, Surgeon: The Beginnings of Western Medicine,Classical Studies (CLST),Units: 3.00
CLST*321,World Of Late Antiquity,Classical Studies (CLST),Units: 3.00
CLST*332,The Iron Age to the End of the Persian Wars,Classical Studies (CLST),Units: 3.00
CLST*333,The Rise of the Athenian Empire to the End of the Peloponnesian War,Classical Studies (CLST),Units: 3.00
CLST*334,Fourth Century Greece to the Death of Alexander,Classical Studies (CLST),Units: 3.00
CLST*335,The Hellenistic Successor Kingdoms to the Death of Cleopatra,Classical Studies (CLST),Units: 3.00
CLST*340,The Roman Republic,Classical Studies (CLST),Units: 3.00
CLST*341,The Roman Empire,Classical Studies (CLST),Units: 3.00
CLST*343,The Later Roman Empire,Classical Studies (CLST),Units: 3.00
CLST*350,Greek Perspectives on Ethnicity and Indigeneity,Classical Studies (CLST),Units: 3.00
CLST*401,Research Methods,Classical Studies (CLST),Units: 3.00
CLST*404,The Topography of Athens,Classical Studies (CLST),Units: 3.00
CLST*405,The Topography of Rome,Classical Studies (CLST),Units: 3.00
CLST*408,Archaeology Fieldwork Practicum I,Classical Studies (CLST),Units: 6.00
CLST*409,Archaeology Fieldwork Practicum II,Classical Studies (CLST),Units: 6.00
CLST*410,Topics In Greek Scholarship I,Classical Studies (CLST),Units: 3.00
CLST*411,Topics In Greek Scholarship II,Classical Studies (CLST),Units: 3.00
CLST*412,Archaeology Fieldwork Practicum llla,Classical Studies (CLST),Units: 3.00
CLST*413,Archaeology Fieldwork Practicum lllb,Classical Studies (CLST),Units: 3.00
CLST*420,Topics in Latin/Roman Scholarship I,Classical Studies (CLST),Units: 3.00
CLST*421,Topics in Latin/Roman Scholarship II,Classical Studies (CLST),Units: 3.00
CLST*430,Special Research Course,Classical Studies (CLST),Units: 6.00
CLST*594,Independent Study,Classical Studies (CLST),Units: 3.00
CLST*595,Independent Study,Classical Studies (CLST),Units: 6.00
CLST*596,Independent Study,Classical Studies (CLST),Units: 12.00
CLST*597,Independent Study,Classical Studies (CLST),Units: 18.00
COGS*100,Introduction to Cognitive Science,Cognitive Science (COGS),Units: 3.00
COGS*200,Cognitive Psychology,Cognitive Science (COGS),Units: 6.00
COGS*201,Cognition and Computation,Cognitive Science (COGS),Units: 3.00
COGS*300,Programming Cognitive Models,Cognitive Science (COGS),Units: 3.00
COGS*400,Neural and Genetic Cognitive Models,Cognitive Science (COGS),Units: 3.00
